text,intent,tag
Play Date,inform,B-inform#name_song I-inform#name_song
play date,inform,B-inform#name_song I-inform#name_song
I Hate U, I Love U  (Feat. Olivia O'Brien),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
i hate u, i love u  (feat. olivia o'brien),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
Falling,inform,B-inform#name_song
falling,inform,B-inform#name_song
Paris In The Rain,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
paris in the rain,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Robin Hood,inform,B-inform#name_song I-inform#name_song
robin hood,inform,B-inform#name_song I-inform#name_song
Dancin (Krono Remix),inform,B-inform#name_song O O
dancin (krono remix),inform,B-inform#name_song O O
New Friends,inform,B-inform#name_song I-inform#name_song
new friends,inform,B-inform#name_song I-inform#name_song
Princesses Don'T Cry,inform,B-inform#name_song I-inform#name_song I-inform#name_song
princesses don't cry,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Instagram,inform,B-inform#name_song
instagram,inform,B-inform#name_song
Ngày Tận Thế,inform,B-inform#name_song I-inform#name_song I-inform#name_song
ngày tận thế,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Em Như Nào Cũng Được,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
em như nào cũng được,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Cần Gì Hơn?,inform,B-inform#name_song I-inform#name_song I-inform#name_song
cần gì hơn?,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Đừng Gọi Em Là Mặt Trời,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
đừng gọi em là mặt trời,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Trái Đất Đẹp Nhất Khi Có Em,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
trái đất đẹp nhất khi có em,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Ai Thật Lòng Thương Em Cover,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
ai thật lòng thương em cover,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Một Thời Đã Sống,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
một thời đã sống,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Bao Lâu Rồi,inform,B-inform#name_song I-inform#name_song I-inform#name_song
bao lâu rồi,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Make Me Love You,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
make me love you,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
You Make Me Feel,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
you make me feel,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
You Make Me Feel Brand New,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
you make me feel brand new,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Nối Lại Tình Xưa,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
nối lại tình xưa,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Tình Bơ Vơ,inform,B-inform#name_song I-inform#name_song I-inform#name_song
tình bơ vơ,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Sao Út Nỡ Vội Lấy Chồng,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
sao út nỡ vội lấy chồng,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Tình Đời,inform,B-inform#name_song I-inform#name_song
tình đời,inform,B-inform#name_song I-inform#name_song
Đính Ước,inform,B-inform#name_song I-inform#name_song
đính ước,inform,B-inform#name_song I-inform#name_song
Không Giờ Rồi,inform,B-inform#name_song I-inform#name_song I-inform#name_song
không giờ rồi,inform,B-inform#name_song I-inform#name_song I-inform#name_song
LK Nhạc Sống Trữ Tình,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
lk nhạc sống trữ tình,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
LK Tuyệt Phẩm Song Ca Trữ Tình (Vol. 3),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
lk tuyệt phẩm song ca trữ tình (vol. 3),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Hãy Trao Cho Anh (Sky Tour 2019),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
hãy trao cho anh (sky tour 2019),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
Trên Tình Bạn Dưới Tình Yêu,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
trên tình bạn dưới tình yêu,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Thế Thái,inform,B-inform#name_song I-inform#name_song
thế thái,inform,B-inform#name_song I-inform#name_song
Bật Nhạc Lên,inform,B-inform#name_song I-inform#name_song I-inform#name_song
bật nhạc lên,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Cua,inform,B-inform#name_song
cua,inform,B-inform#name_song
Ngải Tình,inform,B-inform#name_song I-inform#name_song
ngải tình,inform,B-inform#name_song I-inform#name_song
Ngây Thơ,inform,B-inform#name_song I-inform#name_song
ngây thơ,inform,B-inform#name_song I-inform#name_song
Kẻ Cắp Gặp Bà Già,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
kẻ cắp gặp bà già,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
em bỏ hút thuốc chưa?,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
em bỏ hút thuốc chưa?,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Anh Không Tha Thứ,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
anh không tha thứ,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Một Mình Có Buồn Không,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
một mình có buồn không,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Yêu Một Người Sao Buồn Đến Thế,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
yêu một người sao buồn đến thế,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Gác Lại Âu Lo,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
gác lại âu lo,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Tomorrow,inform,B-inform#name_song
tomorrow,inform,B-inform#name_song
Cố Giang Tình,inform,B-inform#name_song I-inform#name_song I-inform#name_song
cố giang tình,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Cứ Ngỡ,inform,B-inform#name_song I-inform#name_song
cứ ngỡ,inform,B-inform#name_song I-inform#name_song
Thế Giới Không Anh (World Without You),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
thế giới không anh (world without you),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
Qua Khung Cửa Sổ,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
qua khung cửa sổ,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Em Bé,inform,B-inform#name_song I-inform#name_song
em bé,inform,B-inform#name_song I-inform#name_song
Si Tình Quan,inform,B-inform#name_song I-inform#name_song I-inform#name_song
si tình quan,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Yêu Thật Lòng Được Gì,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
yêu thật lòng được gì,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
